V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
0.8355017640211745,0.7354572837508582,0.5555166281392089,0.5118785948072266,0.2560145956970663,0.6077452634034213,0.5454801268162202,0.5089058490831865,0.304263864707839,0.25398110468565543,0.1297313777570498,0.5732890440366357,0.6151855292233026,0.23028821005425837,0.5428805323486221,0.2920242058956892,0.3915407825711948,0.6028979778111206,0.5058635439590294,0.6287329265145031,0.5821319057059191,0.39697192374393486,0.42868853687560265,0.2508045801154737,0.4135860435252482,0.551678847507249,0.4753943321153526,0.353030065115833,0.14215626175457735,0.0
0.805206126220497,0.7486064976454682,0.4243378889226177,0.4423028832618865,0.2867935905702304,0.5145064218897036,0.6043437004303218,0.5028878255459899,0.3306336519260396,0.21827970811117567,0.5634320566334854,1.0,0.521874951207078,0.29495056304401207,0.5555372824926046,0.276498936897123,0.4141152929865151,0.3506967067936276,0.6328378698146598,0.6430596285871067,0.5895936060185203,0.4274658289968202,0.4261661944436618,0.3563619108770148,0.46762242265498055,0.24999672116721833,0.47378037446424986,0.35002117981087383,0.4358536815232014,0.0
0.5590956914815712,0.7630361817467025,0.5860243945546979,0.4848664096183558,0.3329716771967439,0.7127902319141646,0.6331923514782795,0.5087106695405956,0.3040978261385225,0.2462300866817015,0.5519334472077235,0.6631127737343496,0.3712434200456368,0.25578546004756036,0.553335284844945,0.2654515183338064,0.439386215997411,0.25733182759650675,0.4956866874528376,0.6449380925933854,0.5851964485163177,0.41391702253353263,0.4268869585151123,0.1316591556364779,0.3442689414200561,0.46513396119482536,0.43738503116273103,0.30451025598388953,0.9926568034555434,0.0
0.6047516982033412,0.7701189545872805,0.5496810294178984,0.519536664999103,0.2950384746602968,0.49060274568441353,0.6294195335968882,0.5042001203026046,0.28097163057357893,0.22701273334305622,0.37139559944370115,0.5047741721436136,0.4219168560104766,0.2555977680744795,0.6948714113086654,0.390361391578552,0.40548983804016336,0.37680870813913175,0.5616740234849424,0.6487518915188237,0.5820175231911983,0.35767015798465457,0.4318801791634808,0.3617834729660062,0.36732016683483537,0.418054602535349,0.4956917829171097,0.36233802365808304,0.8971351983859897,0.0
0.5900108401021853,0.7623182368750369,0.39625654011788464,0.16367182019738766,0.41388788459535647,0.7505914734032314,0.622582030374773,0.5162394794130026,0.3385809386449569,0.22113526498438876,0.3889266704791069,0.5280471602353974,0.3830268773653654,0.28310068568470137,0.7289543423828504,0.3346149012022709,0.3637938495138741,0.4380966603882695,0.5936935996786381,0.6554904554378065,0.5869898100084102,0.40858716937879136,0.42244443685375505,0.48954726666214604,0.41020830194422037,0.17057514501710164,0.5077180958225981,0.35431871803165726,0.6607392320773711,0.0
0.7810593046893666,0.7332804971891682,0.39548257608812215,0.4675596413038431,0.2977814214013874,0.6224586854155818,0.5926710868082004,0.5060850316189283,0.24674761782260538,0.26283372501446217,0.4099624887152825,0.6048192826558307,0.5770991975286198,0.29242761105248183,0.6084717006627466,0.2984583835490899,0.3767356366062856,0.5091176388727376,0.5555677741681474,0.6441338491181131,0.5714006434500756,0.28172144066684407,0.430901732593624,0.07927779994549027,0.3857653518483898,0.4182936655245011,0.4631179370018651,0.3527765768696682,0.46100170058240153,0.0
0.5233279370331879,0.7573207233851661,0.5209927693274763,0.5296010137051764,0.31845029821675386,0.5021158192673677,0.6181828927963539,0.5053008028786299,0.29213346225131964,0.2373413529304758,0.4128954257614857,0.5423501280173767,0.47524587344145,0.24776390998127248,0.7545071920599814,0.36464964738752687,0.41536372219267775,0.33619367137121126,0.5331354791642818,0.6377529196724796,0.5792863873813298,0.369314317448292,0.4571050870663296,0.31146417034318186,0.3846500570226145,0.43345079579989254,0.520942093871796,0.35223174929190393,0.707366799527273,0.0
0.608354009989676,0.7593943835988533,0.4014073716346567,0.17110761059682353,0.41655376423306045,0.7515177407783593,0.6230500779740619,0.5160210139579703,0.32875727942025423,0.214966724792193,0.3861823406863585,0.5268681243743969,0.3831292856206177,0.28722059158563834,0.7262501689676415,0.33609999251080425,0.364077045662683,0.4399494411086135,0.5966026137332511,0.6504202149260275,0.5875766449314485,0.40987212970463827,0.4220889493625993,0.4903902772689743,0.40516542607631106,0.1691774126937324,0.49530901781698816,0.3460784333281585,0.9995054215968127,0.0
0.8062220213249643,0.7519399333267426,0.5504591313187357,0.5998346670856988,0.26862118036312416,0.5543072004784659,0.5743031434580855,0.5065056297664614,0.3338890725246167,0.23386994549907575,0.30574968747383846,0.651846512556849,0.5021771855613026,0.252809766444029,0.5570090456794196,0.359302717696311,0.39266968052331297,0.37602091926270564,0.5492027221639001,0.6405821815467639,0.5863083981630393,0.3997313522248179,0.43180809308581136,0.3760128070927357,0.42523068530212554,0.2920766035191851,0.47668561705940077,0.3543229605388797,0.948616806825015,0.0
0.5328702666549796,0.7617899647407735,0.6194197464973163,0.5311609609222301,0.279560948675931,0.5610963879294233,0.6050648592721121,0.5093879204590825,0.327606088332124,0.24225832789028384,0.35740401326586213,0.5781948199706006,0.4294988600007181,0.24863258417383838,0.5563091810103659,0.3166401337397454,0.4173011294885835,0.338614728995116,0.5255129971577104,0.65606270688169,0.5892099982467616,0.4428485842802902,0.429610997266882,0.3888899495410242,0.37368352059130894,0.5078618458373512,0.5371432363915128,0.40851042528699305,0.9549816889226947,0.0
